session_id,timestamp_utc,tod_bucket,dow,src_asn,src_cc,src_isp,ip_version,prob_cgnat,port,protocol_label,flow,allowInsecure,server_build,alpn_negotiated,tls_version,cipher_chosen,ja3,ja4,utls_inferred,alpn_offered_set_hash,sni_bucket,cdn_vendor,dest_bucket,tcp_rst_seen,syn_retries,tls_alert_desc,retransmissions,tt_handshake_ms,ttfb_ms,throughput_kbps,session_duration_s,bytes_up,bytes_down,signature_based_match,protocol_state_tracking,heuristic_behavior_score,packet_size_mean,packet_size_std,packet_size_p95,interarrival_mean_ms,interarrival_std_ms,flow_duration_ms,byte_entropy,ascii_ratio_initial32,byte_freq_bin_00_31,byte_freq_bin_32_63,byte_freq_bin_64_95,byte_freq_bin_96_127,byte_freq_bin_128_159,byte_freq_bin_160_191,byte_freq_bin_192_223,byte_freq_bin_224_255,connection_pattern_bucket,payload_to_header_ratio,dns_qname_bucket,dns_rcode,dns_ttl_s,ttl_mean,fragmentation_seen,label_success,hist_success_rate_by_bucket,hist_success_rate_by_sni,hist_success_rate_by_port,hist_success_rate_by_ja3,ratio_handshake_totaldelay,ema_throughput_kbps_24h,onehot_morning,onehot_noon,onehot_evening,onehot_midnight
e79310c7c3e9,2026-03-15T14:38:20Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,True,1,not_applicable,10,1278.36,1278.36,0.473,346.32,1952,20484,1,reset,0.6,934.833,677.33,1500.0,15057.403,33753.522,346320.0,6.9291,0.2188,0.3887,0.0977,0.0801,0.1094,0.0938,0.0801,0.0859,0.0645,interactive,16.4809,not_observed,not_observed,not_observed,70.167,False,0,,,,,1.0,0.473,0,1,0,0
122ada7d8113,2026-03-15T14:38:38Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,126.455,126.455,39.254,2.337,7386,11467,1,partial,0.0,438.442,554.376,1380.0,55.644,153.622,2337.0,7.444,0.1875,0.2383,0.1328,0.1133,0.1094,0.1094,0.0938,0.1172,0.0859,short_burst,6.9898,not_observed,not_observed,not_observed,85.977,False,0,0.0,0.0,0.0,0.0,1.0,8.229,0,1,0,0
3a4aa3aab982,2026-03-15T14:38:38Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,129.133,129.133,0.77,69.375,2955,6674,1,partial,0.0,401.208,519.582,1380.0,3016.299,14059.156,69375.0,7.2281,0.3125,0.2773,0.1328,0.0762,0.1328,0.1113,0.082,0.1035,0.084,interactive,6.2381,not_observed,not_observed,not_observed,81.833,False,0,0.0,0.0,0.0,0.0,1.0,6.737,0,1,0,0
209a95e35c26,2026-03-15T14:38:39Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,123.468,123.468,1.753,69.981,7301,15338,1,partial,0.0,503.089,588.253,1404.0,1590.476,10157.268,69981.0,7.0676,0.375,0.3457,0.1211,0.0879,0.0938,0.0723,0.0781,0.1055,0.0957,interactive,8.2271,not_observed,not_observed,not_observed,85.0,False,0,0.0,0.0,0.0,0.0,1.0,5.74,0,1,0,0
563a2b799da2,2026-03-15T14:38:39Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,125.378,125.378,0.756,68.835,3004,6508,1,partial,0.0,413.565,526.947,1380.0,3128.886,14251.637,68835.0,7.4605,0.2188,0.1934,0.1289,0.1191,0.1172,0.127,0.1309,0.1016,0.082,interactive,6.4686,not_observed,not_observed,not_observed,82.652,False,0,0.0,0.0,0.0,0.0,1.0,4.743,0,1,0,0
a8e8a55aa86f,2026-03-15T14:38:39Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,True,0,not_applicable,0,124.318,124.318,49.828,1.86,6867,11585,1,reset,0.35,450.049,566.942,1380.0,46.492,151.677,1860.0,7.1438,0.1875,0.291,0.1191,0.1055,0.1328,0.1016,0.084,0.1133,0.0527,short_burst,7.3485,not_observed,not_observed,not_observed,83.61,False,0,0.0,0.0,0.0,0.0,1.0,13.76,0,1,0,0
59503d1338c7,2026-03-15T14:38:40Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,1,118.11,118.11,4.635,69.015,20903,39988,1,complete,0.1,338.283,336.523,1165.05,385.56,1261.085,69015.0,7.3042,0.25,0.2637,0.1289,0.1094,0.1211,0.1191,0.1016,0.0898,0.0664,interactive,5.1026,not_observed,not_observed,not_observed,91.706,False,1,0.0,0.0,0.0,0.0,1.0,11.935,0,1,0,0
77e341e778b4,2026-03-15T14:38:41Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,130.867,130.867,1.445,68.306,10128,12336,1,partial,0.0,387.31,521.239,1380.0,1198.355,7905.379,68306.0,7.5265,0.2188,0.1953,0.1406,0.1465,0.1172,0.1016,0.1094,0.1094,0.0801,interactive,6.0264,not_observed,not_observed,not_observed,87.586,False,0,0.1429,0.1429,0.1429,0.1429,1.0,9.837,0,1,0,0
f9ed0ecbee10,2026-03-15T14:38:42Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,126.805,126.805,1.623,66.669,7395,13528,1,partial,0.0,498.167,576.351,1513.0,1626.08,10014.432,66669.0,7.1543,0.1562,0.3145,0.125,0.0957,0.1133,0.0762,0.0957,0.0918,0.0879,interactive,8.1286,not_observed,not_observed,not_observed,85.381,False,0,0.125,0.125,0.125,0.125,1.0,8.194,0,1,0,0
12837503bdfe,2026-03-15T14:38:43Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,132.542,132.542,51.502,1.743,6646,11221,1,partial,0.0,482.892,569.162,1380.0,48.411,155.644,1743.0,7.3742,0.1875,0.1797,0.127,0.1367,0.125,0.1289,0.1172,0.0996,0.0859,short_burst,7.8284,not_observed,not_observed,not_observed,84.459,False,0,0.1111,0.1111,0.1111,0.1111,1.0,16.856,0,1,0,0
ac028342cc08,2026-03-15T14:38:47Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,128.192,128.192,1.746,61.71,8837,13471,1,partial,0.0,391.368,523.644,1408.0,1101.972,4408.214,61710.0,7.0318,0.2812,0.3145,0.123,0.0801,0.0996,0.0957,0.0742,0.1055,0.1074,interactive,6.1034,not_observed,not_observed,not_observed,85.526,False,0,0.1,0.1,0.1,0.1,1.0,13.834,0,1,0,0
4318c5be791b,2026-03-15T14:38:50Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,1,125.908,125.908,65.019,58.561,32734,475948,1,complete,0.1,736.153,643.219,1380.0,84.871,2120.509,58561.0,7.4805,0.3125,0.2031,0.125,0.1113,0.1367,0.125,0.1367,0.0918,0.0703,interactive,12.7615,not_observed,not_observed,not_observed,85.298,False,1,0.0909,0.0909,0.0909,0.0909,1.0,24.071,0,1,0,0
27fb1910e94c,2026-03-15T14:38:50Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,130.08,130.08,235.424,58.57,128450,1723600,1,complete,0.0,657.455,631.865,1380.0,20.799,702.751,58570.0,7.044,0.2188,0.3301,0.1074,0.0703,0.1367,0.0781,0.0859,0.0918,0.0996,interactive,11.2574,not_observed,not_observed,not_observed,85.058,False,1,0.1667,0.1667,0.1667,0.1667,1.0,66.342,0,1,0,0
6281735125cf,2026-03-15T14:38:54Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,112.809,112.809,0.987,53.532,3130,6602,1,partial,0.0,405.5,531.708,1380.0,2327.497,10832.916,53532.0,6.8768,0.2812,0.3691,0.1113,0.0664,0.0957,0.0547,0.0703,0.1172,0.1152,interactive,6.3196,not_observed,not_observed,not_observed,83.792,False,0,0.2308,0.2308,0.2308,0.2308,1.0,53.271,0,1,0,0
4aecd4256e2a,2026-03-15T14:38:59Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,129.27,129.27,14.331,49.689,58047,89009,1,complete,0.0,642.166,637.205,1520.0,217.932,1324.908,49689.0,7.1677,0.1562,0.3164,0.1152,0.082,0.0957,0.0918,0.0859,0.1094,0.1035,interactive,10.9487,not_observed,not_observed,not_observed,87.83,False,1,0.2143,0.2143,0.2143,0.2143,1.0,45.483,0,1,0,0
fdc11f00ddfe,2026-03-15T14:39:07Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,111.239,111.239,3.784,42.23,26629,19977,1,partial,0.0,270.965,418.54,1457.8,246.959,1360.801,42230.0,7.2442,0.2812,0.2559,0.125,0.1152,0.125,0.1074,0.1152,0.0957,0.0605,interactive,3.8176,not_observed,not_observed,not_observed,87.529,False,0,0.2667,0.2667,0.2667,0.2667,1.0,37.143,0,1,0,0
11af3f17ca23,2026-03-15T14:39:11Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,113.721,113.721,2.9,37.912,7364,13743,1,partial,0.0,502.548,569.008,1380.0,924.687,5589.759,37912.0,6.9872,0.2188,0.3281,0.1113,0.0938,0.0957,0.0703,0.1035,0.1152,0.082,interactive,8.2123,not_observed,not_observed,not_observed,84.262,False,0,0.25,0.25,0.25,0.25,1.0,30.294,0,1,0,0
fd03747e5b52,2026-03-15T14:39:12Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,131.372,131.372,45.417,1.536,6986,8720,1,partial,0.0,461.941,573.346,1380.0,46.553,158.483,1536.0,7.2912,0.25,0.2285,0.1523,0.1191,0.1016,0.1191,0.0938,0.1055,0.0801,short_burst,7.4226,not_observed,not_observed,not_observed,86.294,False,0,0.2353,0.2353,0.2353,0.2353,1.0,33.319,0,1,0,0
b868b0827d7b,2026-03-15T14:39:14Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,126.483,126.483,19.819,34.971,82930,86637,1,complete,0.0,785.032,668.194,1520.0,162.655,1376.052,34971.0,7.1511,0.2188,0.3066,0.123,0.0957,0.1074,0.0938,0.0938,0.0879,0.0918,interactive,13.6912,not_observed,not_observed,not_observed,87.958,False,1,0.2222,0.2222,0.2222,0.2222,1.0,30.619,0,1,0,0
c59ca1846cbd,2026-03-15T14:39:15Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,107.789,107.789,38.464,34.172,55718,164300,1,complete,0.0,668.748,644.734,1520.0,104.184,1058.108,34172.0,7.3116,0.1562,0.2695,0.1074,0.0977,0.082,0.1152,0.0918,0.1328,0.1035,interactive,11.4643,not_observed,not_observed,not_observed,86.729,False,1,0.2632,0.2632,0.2632,0.2632,1.0,32.188,0,1,0,0
86ced8d1e5a8,2026-03-15T14:39:15Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,116.136,116.136,10.996,34.132,13740,46913,1,complete,0.0,577.648,626.232,1380.0,328.192,2700.407,34132.0,6.8905,0.2812,0.3672,0.1133,0.0781,0.0977,0.084,0.0859,0.0938,0.0801,interactive,9.6927,not_observed,not_observed,not_observed,86.429,False,1,0.3,0.3,0.3,0.3,1.0,27.95,0,1,0,0
f07c8d3b01f6,2026-03-15T14:39:15Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,111.253,111.253,6.376,34.13,41007,27201,1,partial,0.0,593.113,613.547,1520.0,299.387,2601.934,34130.0,7.4956,0.1562,0.1953,0.1348,0.1309,0.1094,0.0957,0.1328,0.1152,0.0859,interactive,9.992,not_observed,not_observed,not_observed,88.565,False,0,0.3333,0.3333,0.3333,0.3333,1.0,23.635,0,1,0,0
d437fc38ef88,2026-03-15T14:39:16Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,True,0,not_applicable,0,126.463,126.463,1.976,31.944,7676,7891,1,reset,0.35,370.643,494.659,1380.0,779.117,4684.933,31944.0,7.2589,0.1875,0.2637,0.1211,0.0898,0.1367,0.0781,0.1191,0.1055,0.0859,interactive,5.6941,not_observed,not_observed,not_observed,85.381,False,0,0.3182,0.3182,0.3182,0.3182,1.0,19.303,0,1,0,0
cb6085f1f4fe,2026-03-15T14:39:16Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,169.519,169.519,5.164,32.957,25181,21273,1,partial,0.0,540.163,604.957,1520.0,387.727,2966.839,32957.0,7.0234,0.3125,0.3281,0.1426,0.084,0.0898,0.082,0.1016,0.0762,0.0957,interactive,8.9675,not_observed,not_observed,not_observed,87.558,False,0,0.3043,0.3043,0.3043,0.3043,1.0,16.475,0,1,0,0
b5b3d6c3aa00,2026-03-15T14:39:17Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,241.148,241.148,3.97,32.178,21383,15968,1,partial,0.0,541.319,604.539,1520.0,473.199,3316.146,32178.0,7.0839,0.375,0.3105,0.1172,0.0898,0.1328,0.0781,0.0781,0.1113,0.082,interactive,8.9809,not_observed,not_observed,not_observed,87.913,False,0,0.2917,0.2917,0.2917,0.2917,1.0,13.974,0,1,0,0
36b12350046c,2026-03-15T14:39:17Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,264.895,264.895,4.384,32.195,22705,17644,1,partial,0.0,545.257,605.702,1520.0,441.026,3233.369,32195.0,7.1704,0.2812,0.2891,0.1094,0.0957,0.1074,0.0918,0.1016,0.1094,0.0957,interactive,9.0593,not_observed,not_observed,not_observed,87.568,False,0,0.28,0.28,0.28,0.28,1.0,12.056,0,1,0,0
fea9e32daaad,2026-03-15T14:39:17Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,192.187,192.187,4.401,31.784,11344,17487,1,partial,0.0,554.442,602.737,1380.0,623.22,3940.257,31784.0,7.496,0.3125,0.1992,0.1406,0.125,0.1094,0.0996,0.1387,0.1113,0.0762,interactive,9.2173,not_observed,not_observed,not_observed,86.692,False,0,0.2692,0.2692,0.2692,0.2692,1.0,10.525,0,1,0,0
0318e0d743d1,2026-03-15T14:39:17Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,264.691,264.691,3.265,32.201,12115,13141,1,partial,0.0,495.216,590.388,1450.0,644.014,3913.468,32201.0,7.0743,0.1562,0.332,0.1309,0.082,0.082,0.0938,0.0801,0.0957,0.1035,interactive,8.084,not_observed,not_observed,not_observed,87.137,False,0,0.2593,0.2593,0.2593,0.2593,1.0,9.073,0,1,0,0
264d9f622865,2026-03-15T14:39:17Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,265.861,265.861,14.184,32.2,14419,57090,1,complete,0.0,644.225,634.266,1380.0,292.729,2108.245,32200.0,7.0854,0.1875,0.3105,0.1172,0.1094,0.1055,0.1016,0.0957,0.0898,0.0703,interactive,10.9711,not_observed,not_observed,not_observed,85.649,False,1,0.25,0.25,0.25,0.25,1.0,10.095,0,1,0,0
1d0c43196750,2026-03-15T14:39:18Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,1,not_applicable,0,1263.931,1263.931,3.233,30.934,12229,12500,1,timeout,0.15,484.882,593.327,1520.0,618.676,3907.785,30934.0,7.0698,0.2188,0.334,0.1211,0.082,0.0918,0.0801,0.0742,0.1172,0.0996,interactive,7.8072,not_observed,not_observed,not_observed,84.922,False,0,0.2759,0.2759,0.2759,0.2759,1.0,8.723,0,1,0,0
e50abedc1121,2026-03-15T14:39:18Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,1,not_applicable,0,1248.538,1248.538,4.03,30.921,12967,15577,1,timeout,0.15,467.934,575.469,1520.0,515.349,3572.376,30921.0,7.0752,0.375,0.3242,0.1016,0.0801,0.1113,0.1113,0.0762,0.1152,0.0801,interactive,7.5068,not_observed,not_observed,not_observed,86.115,False,0,0.2667,0.2667,0.2667,0.2667,1.0,7.784,0,1,0,0
fe0d4f3ee6eb,2026-03-15T14:39:18Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,1,not_applicable,0,1254.296,1254.296,4.606,30.92,16635,17804,1,timeout,0.15,491.986,576.6,1431.15,448.111,3311.725,30920.0,7.4373,0.2812,0.1992,0.1309,0.1289,0.1094,0.127,0.1035,0.125,0.0762,interactive,7.978,not_observed,not_observed,not_observed,86.629,False,0,0.2581,0.2581,0.2581,0.2581,1.0,7.148,0,1,0,0
7dae1728a8b7,2026-03-15T14:39:18Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,1,not_applicable,0,1112.594,1112.594,3.775,30.696,12265,14485,1,timeout,0.15,514.423,594.649,1520.0,601.884,3859.926,30696.0,7.1693,0.2188,0.2871,0.1211,0.0957,0.1094,0.1035,0.0996,0.0957,0.0879,interactive,8.3969,not_observed,not_observed,not_observed,84.519,False,0,0.25,0.25,0.25,0.25,1.0,6.473,0,1,0,0
d8cb95b7e7c7,2026-03-15T14:39:18Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,1,not_applicable,0,1130.643,1130.643,16.719,12.956,14530,27077,1,timeout,0.15,495.321,583.891,1380.0,156.096,599.279,12956.0,6.8403,0.1875,0.4043,0.1094,0.0684,0.082,0.0781,0.0918,0.0859,0.0801,interactive,8.0743,not_observed,not_observed,not_observed,85.095,False,0,0.2424,0.2424,0.2424,0.2424,1.0,8.522,0,1,0,0
6a0ac4b8fb4e,2026-03-15T14:39:19Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,373.16,373.16,3.154,30.119,7018,11875,1,partial,0.0,484.436,569.809,1380.0,792.599,4442.583,30119.0,6.9898,0.1875,0.3496,0.1074,0.0703,0.0879,0.0742,0.0977,0.1133,0.0996,interactive,7.8615,not_observed,not_observed,not_observed,84.615,False,0,0.2353,0.2353,0.2353,0.2353,1.0,7.448,0,1,0,0
6b7f2c7df8b2,2026-03-15T14:39:23Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,129.457,129.457,15.319,8.344,8519,15978,1,partial,0.0,471.096,570.283,1380.0,163.607,930.669,8344.0,7.2734,0.2812,0.2617,0.1367,0.0879,0.0977,0.1074,0.0977,0.1074,0.1035,interactive,7.6239,not_observed,not_observed,not_observed,85.788,False,0,0.2286,0.2286,0.2286,0.2286,1.0,9.022,0,1,0,0
e38dbb77dcc4,2026-03-15T14:39:27Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,117.354,117.354,8.163,12.306,8230,12557,1,partial,0.0,461.933,570.373,1457.6,279.687,1480.701,12306.0,7.098,0.2188,0.3125,0.125,0.0859,0.1094,0.0801,0.0762,0.0977,0.1133,interactive,7.441,not_observed,not_observed,not_observed,83.956,False,0,0.2222,0.2222,0.2222,0.2222,1.0,8.85,0,1,0,0
986b95b8cfd5,2026-03-15T14:39:28Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,125.628,125.628,5.818,18.397,6609,13380,1,partial,0.0,540.243,589.427,1384.2,511.02,2769.541,18397.0,7.4256,0.25,0.1953,0.1289,0.0938,0.127,0.1094,0.1113,0.1504,0.084,interactive,8.9222,not_observed,not_observed,not_observed,83.189,False,0,0.2162,0.2162,0.2162,0.2162,1.0,8.244,0,1,0,0
aea464d06eb6,2026-03-15T14:39:29Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,128.088,128.088,7.804,19.303,14465,18829,1,partial,0.0,378.341,489.998,1380.0,221.871,909.525,19303.0,7.3794,0.3438,0.2324,0.1562,0.0938,0.0938,0.1172,0.123,0.1074,0.0762,interactive,5.8493,not_observed,not_observed,not_observed,86.489,False,0,0.2105,0.2105,0.2105,0.2105,1.0,8.156,0,1,0,0
5aa7eee0f48d,2026-03-15T14:39:29Z,noon,6,UNKNOWN,UNKNOWN,UNKNOWN,ipv4,False,443,vless-reality,xtls-rprx-vision,False,xray-core 1.8.24,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,apple_front,Apple,apple_front,False,0,not_applicable,0,137.48,137.48,7.199,17.367,9424,15628,1,partial,0.0,447.357,544.792,1380.0,315.764,1453.048,17367.0,6.9885,0.3438,0.3359,0.0918,0.0977,0.123,0.0859,0.0801,0.0801,0.1055,interactive,7.1735,not_observed,not_observed,not_observed,87.589,False,0,0.2051,0.2051,0.2051,0.2051,1.0,7.965,0,1,0,0
